ID,ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM
1729,2,4,1,5,5,3,-0.18,2,-0.15,-0.48,1.2115,-0.24,-0.2,1.2219,0.05,0.58,0.2171,-0.33,-0.2514,-0.0651,0.41,-0.3852
1730,2,1,1,5,3,1,-0.15,2,-0.15,-0.48,0.5206,-0.95,0.56,0.3889,0.05,0.91,0.2171,0.15,-1.5329,0.2882,-0.06,-0.0455
1731,2,1,1,3,3,3,-0.61,2,0.59,-1.15,-0.9778,-0.64,0.02,0.1524,-0.82,-0.09,0.4486,-0.17,-0.1091,-1.1176,0.35,-0.4927
1732,1,3,3,1,1,2,-1.64,2,-1.18,-1.26,-1.4236,-0.64,0.06,0.1524,-0.67,-0.34,0.4486,-1.06,-0.7332,-0.4017,-0.76,-0.7176
1733,1,1,1,6,6,2,1.98,2,0.82,0.81,0.0873,-0.24,-1,-1.6239,1.11,0.58,0.4486,1.47,0.1775,0.8307,1.12,1.4014
1734,2,1,1,5,3,3,0.78,2,-0.15,0.45,-0.9394,-0.24,0.32,-1.2999,-0.39,0,-0.4567,-0.63,0.6584,-0.0651,-0.52,0.3026
1735,2,1,4,5,5,3,0.01,2,2.63,2.16,0.5206,2.35,-1.68,-1.2999,1.59,1.23,0.2171,0.15,0.6584,0.8307,0.65,2.235
1736,1,1,1,5,4,2,1.13,2,0.82,-0.02,0.5206,-0.24,0.56,0.64,-1.33,-1.27,-1.0226,-1.36,-1.3074,-0.8805,-1.61,-0.0455
1737,1,4,1,2,3,2,-0.66,1,-0.74,-0.48,-0.3397,-0.24,0.32,-0.076,-0.9,0,-2.1402,-0.18,-1.5329,-0.4017,0.41,-0.3852
1738,1,4,2,2,2,4,0.15,1,-1,-0.02,-0.3397,-0.64,0.56,0.64,-0.9,-1.27,-0.4567,-0.48,-1.5329,-1.0213,-2.18,-0.0455
1739,1,1,1,3,4,3,0.24,2,-0.56,0.45,1.2115,-0.24,0.06,-1.2999,0.5,0.58,0.4486,0.54,0.6584,1.0815,0.65,0.6602
1740,2,1,1,5,5,2,0.65,2,0.56,-0.02,-0.3397,0.77,-1,-0.53,0.05,0.91,-0.4567,0.54,1.1922,-0.2356,1.12,1.0265
1741,1,1,2,6,6,3,1.34,1,-0.56,-0.02,-0.3397,-0.24,0.56,0.3889,-0.39,0,0.2171,-0.63,-0.3495,-0.4017,-0.29,0.3026
1742,2,1,1,5,5,3,0.87,2,0.32,-2.16,-1.7015,-0.64,-0.47,-0.076,0.05,0,0.6426,0.78,0.1775,-1.1886,1.38,-0.7176
1743,1,1,1,5,5,3,1.12,2,0.82,0.45,0.0873,0.77,0.06,-0.3017,-0.9,-0.95,-1.0226,-0.33,-1.5329,-0.4017,-1.28,-0.3852
1744,1,1,1,6,3,3,1.01,2,1.42,2.16,-0.3397,-0.24,0.32,0.1524,-0.39,-0.66,-1.0226,-0.77,1.4565,-0.5641,-0.29,-0.3852
1745,1,1,1,3,3,3,0.09,2,0.32,0.81,1.0493,0.24,-0.2,-0.767,-0.67,-0.34,-1.0226,-0.48,-1.3697,-0.2356,-0.29,0.6602
1746,2,3,1,6,6,2,1.73,1,2.63,2.09,-0.9394,0.24,-0.73,-1.0202,0,0.58,0.2171,2.25,-0.7332,-0.8805,0.65,-0.3852
1747,1,4,4,5,4,3,-0.07,2,1.42,0.45,1.2115,0.77,-0.73,-1.0202,1.11,1.23,0.6426,0.15,0.1775,1.2128,1.38,0.3026
1748,2,1,1,5,3,3,0.87,2,-0.37,-0.48,0.0873,-0.95,-1,-0.53,-0.39,1.23,0.6426,1.47,-0.2514,0.4684,1.12,-0.3852
1749,2,1,1,5,6,2,1.41,2,-1.05,0.45,-0.3397,-0.24,-0.2,0.3889,0.05,0.3,0.4486,-0.33,0.1775,-0.4184,0.18,0.3026
1750,2,1,1,5,6,3,1.3,1,1.42,-0.48,0.5206,0.24,-0.2,0.1524,-0.39,-0.66,-0.4567,-0.48,-0.2514,-0.5641,-0.29,0.6602
1751,2,1,1,5,6,3,1.29,2,-0.15,-0.02,-0.3397,-0.24,-1.3,0.1524,1.11,0.91,-0.0721,-0.02,1.4565,-0.0651,0.65,1.4014
1752,1,1,1,5,6,3,1.43,2,-0.37,-0.02,-0.9394,-0.64,-0.2,-0.3017,-0.39,-0.34,-0.4567,-0.63,0.1775,-0.4017,0.41,-0.7176
1753,1,2,1,6,6,3,1.36,2,1.1,-0.02,1.2115,-0.24,0.32,0.64,0.05,-0.34,0.6426,-0.33,1.4565,0.1099,0.18,1.4014
1754,1,1,1,3,6,3,1.1,2,0.32,1.13,-0.3397,1.38,0.06,0.1524,-0.48,0.91,0.811,-0.77,-1.5329,-0.4017,-0.06,-0.0455
1755,2,3,1,3,6,3,1.16,2,1.84,1.51,1.2115,2.35,-0.47,-1.2999,1.51,1.51,0.4486,1.07,0.6584,2.7167,1.7,1.4014
1756,2,1,1,4,3,3,0.79,2,-1.18,1.51,-0.3397,-0.24,-2.37,-1.2999,0.8,1.23,0.811,0.78,0.6584,0.1099,1.7,-0.3852
1757,1,1,4,5,5,3,0.05,2,0.32,-0.48,-0.9394,-0.24,-0.47,-1.6239,0.05,0.3,-0.4567,0.78,1.4565,-0.2356,0.41,-0.0455
1758,1,1,1,5,6,3,1.72,2,-0.37,-0.02,0.5206,-0.24,0.06,0.3889,1.59,0.58,-0.0721,-0.33,0.1775,-0.2356,-0.06,0.6602
1759,1,1,1,5,5,2,0.76,2,0.08,1.51,1.2115,0.24,-0.47,-0.767,1.59,0.58,-0.0721,0.78,1.4565,1.4298,0.41,0.6602
1760,2,1,1,4,4,3,0.64,1,0.32,-0.02,-0.9394,-0.24,-0.2,0.1524,0.05,0.58,-0.4567,-0.18,-0.7332,0.1099,0.65,0.6602
1761,2,4,4,2,2,2,-1.12,2,0.56,-0.02,0.5206,0.28,-0.2,0.3249,0.05,0.93,-0.0721,0.78,0.1775,1.0099,1.7,1.4816
1762,2,1,1,5,3,2,0.02,2,-0.15,0.45,-0.3397,-0.64,0.06,0.1524,-0.67,0.58,-0.4567,-0.63,1.4565,-0.0651,0.41,-0.3852
1763,2,1,1,4,5,2,0.64,2,0.32,-0.02,0.5206,0.77,-1.68,-0.767,0.05,0.3,-0.0721,1.47,1.4565,-1.3412,2.26,0.3026
1764,2,1,1,6,3,2,0.98,1,-0.71,-0.02,0.5206,-0.24,-0.36,0.1524,0,-0.09,-0.6141,0.99,-0.0387,-0.026,-0.17,-0.2475
1765,1,4,2,2,2,2,-1.17,2,1.84,2.16,1.2115,1.38,0.32,0.3889,1.11,0.58,0.6426,-0.18,-0.2514,0.8307,-0.52,1.0265
1766,1,1,1,5,3,2,-0.39,2,1.42,-0.79,1.2115,2.35,1.02,1.5828,1.59,-0.34,0.4486,0.54,1.4565,-0.4017,-0.52,0.3026
1767,1,1,1,5,6,2,1.31,2,-0.15,-0.48,0.0873,-0.24,0.32,0.1524,-0.39,0,-0.4567,-0.63,0.1775,-0.2356,-0.29,-0.7176
1768,1,1,1,3,3,2,-0.09,2,1.1,0.81,0.0873,0.24,-0.2,-1.0202,0.05,0.91,-0.0721,-0.48,0.1775,0.4684,0.18,0.6602
1769,1,1,1,3,3,3,-0.6,2,-0.56,1.13,1.2115,-0.24,-1.68,0.9139,0.05,0.91,0.6426,0.78,1.4565,0.2882,1.12,0.3026
1770,1,1,1,3,5,3,0.8,2,-0.56,0.81,0.5206,0.77,-0.73,0.1524,-0.67,1.23,0.6426,-0.02,0.6584,1.2128,1.38,-0.0455
1771,2,2,1,3,3,3,-0.68,2,-0.15,-0.02,0.0873,-0.24,-0.73,-1.0202,1.11,0.58,0.3436,0.15,0.6584,0.4684,0.65,1.4014
1772,2,1,1,3,4,2,-0.7,2,0.32,-0.02,-0.3397,0.24,-1.68,0.3889,0.8,0.3,-0.0721,0.78,-0.2514,0.2882,1.12,1.4014
1773,1,4,2,4,3,2,-0.72,1,-0.15,1.13,1.2115,0.77,0.79,-0.53,0.8,0.58,0.811,-0.92,0.1775,0.8307,-1.01,1.0265
1774,1,1,1,5,5,3,0.57,2,-1.05,-1.26,-0.9394,-0.64,-0.47,-0.3017,-1.12,0.3,-0.0721,-0.48,-0.2514,-0.4017,-0.06,-0.3852
1775,1,1,1,2,3,3,0,2,0.08,1.13,0.0873,0.77,-1.68,0.9139,1.59,1.51,0.2171,-0.33,0.5739,0.4684,1.38,0.3026
1776,2,3,1,5,5,2,0.99,2,-0.15,0.45,-0.3397,-0.24,-0.47,0.1524,-0.39,0.3,0.9618,-0.33,-0.477,-0.2356,0.41,0.3026
1777,1,1,1,5,3,3,0.57,2,0.32,-0.02,1.2115,0.77,-0.73,0.64,-0.39,0.58,0.6426,-0.33,0.1775,0.649,0.41,0.3026
1778,1,1,1,3,3,3,-0.53,2,-0.56,-0.02,-0.9394,-0.95,1.02,0.1524,-0.53,-0.34,-0.3108,-0.92,0.1871,-0.416,-0.75,0.2177
1779,2,2,1,5,3,3,0.21,2,0.08,-0.64,0.5206,-0.95,-0.47,0.3889,0.8,0.58,0.4486,-0.02,0.6584,0.2866,0.18,0.6602
1780,2,2,1,4,3,3,0.76,2,0.08,-0.79,1.2115,-0.24,0.56,-0.076,0.5,1.51,0.2171,-1.21,1.4565,-0.2356,0.88,0.6602
1781,1,1,1,5,6,3,1.3,2,-0.74,-0.55,-0.9394,-0.95,0.79,0.9139,0.05,-1.27,-0.4567,-0.33,0.6584,-0.2356,-0.29,-0.0455
1782,2,1,1,5,3,3,1.59,2,-0.56,-1.26,-0.9394,-0.24,-2.37,-2.0269,-0.9,0.91,-0.0721,2.27,0.6584,0.8307,2.26,-1.0426
1783,2,2,1,5,3,3,0.69,2,0.32,0.45,0.5206,-0.24,0.32,0.3889,-0.9,0.3,-0.4567,-0.02,0.6584,-0.0651,-0.29,0.6602
1784,1,1,1,4,4,3,-0.76,1,0.56,-0.02,1.2115,-0.95,-1.3,0.64,-0.39,0,0.4486,-0.48,1.4565,-1.3412,-0.06,-0.0455
1785,2,1,1,4,4,1,0.07,2,-0.9,-1.47,0.5206,-0.95,-2.37,-3.7666,0.5,-0.95,0.6426,2.27,1.4565,1.4298,2.26,-0.0455
1786,2,1,1,3,3,3,0.78,2,0.56,-0.48,0.5206,0.77,0.32,0.1524,-1.12,-1.27,-0.4567,-0.18,0.6584,-1.4948,-1.01,-0.3852
1787,1,1,1,4,4,3,-0.08,1,-1.08,-0.79,0.0873,-2.31,-0.47,-0.53,-1.33,-1.78,-2.1402,-0.92,-1.3074,-1.3412,-0.06,-0.3852
1788,2,1,1,6,6,2,1.58,2,-0.37,0.45,0.0873,-0.24,-1,0.3889,-0.39,-0.34,0.2171,0.15,0.6584,0.4684,0.88,-1.0426
1789,1,1,1,4,5,2,1.06,1,0.32,0.81,1.2115,-0.24,0.79,-0.53,1.11,0.3,0.4486,-0.02,1.4565,-0.5641,0.86,0.3026
1790,1,1,1,5,5,3,0.97,2,-0.56,-0.48,0.5206,-0.24,0.32,1.2219,-0.39,0.3,-0.0721,-0.18,1.4565,-0.0651,0.18,0.3026
1791,2,4,1,0,1,1,-2.06,1,-0.74,-0.02,0.0873,0.24,-0.2,0.1524,-0.39,0.91,0.9618,-0.48,1.4565,-0.7235,-0.29,1.0265
1792,1,3,1,2,2,3,-0.02,1,-0.56,1.51,0.0873,0.77,0.32,0.9139,-0.9,0.3,0.2171,-0.33,-1.5329,-0.0651,0.41,-0.3852
1793,1,1,1,5,6,3,1.51,2,-0.74,0.45,1.2115,-0.64,-2.37,-0.53,0.5,0.58,-1.0226,0.78,1.4565,0.1099,1.12,-0.3852
1794,1,1,1,3,5,2,0.35,1,-0.37,0.45,0.5206,0.77,-1.68,-2.0269,1.11,0.91,0.2171,1.07,1.4565,-0.7235,1.38,0.3026
1795,1,1,1,5,5,3,0.95,2,1.42,-0.02,1.2115,-0.46,1.53,0.64,0.05,-0.95,-0.0721,-1.06,1.4565,-0.7235,-1.28,0.6602
1796,2,2,1,5,5,3,1.02,2,0.32,-0.02,-0.3397,0.24,-0.2,-0.53,0.8,0.3,-1.0226,-0.48,1.4565,-0.0651,0.41,-0.0455
1797,2,4,1,3,3,2,-0.33,2,1.1,-0.02,1.2115,0.77,0.79,0.1524,-0.67,-0.34,-0.4567,-0.92,1.4565,-0.8805,-0.52,-0.7176
1798,2,3,1,6,6,3,1.62,2,0.32,0.81,0.0873,-0.64,-1,-0.076,0.05,0.3,0.2171,-0.02,1.4565,-0.0651,1.12,0.6602
1799,2,1,1,3,5,1,1.18,2,1.84,1.51,-0.2365,2.35,0.32,-0.767,0.5,0.91,0.4486,-0.77,1.4565,0.625,-0.29,2.1754
1800,1,1,2,5,6,3,1.29,1,0.82,1.13,0.0873,-0.95,-2.37,0.1524,-0.9,-1.78,0.4486,-0.18,0.2982,0.2882,0.18,-1.0426
1801,2,1,1,6,6,4,1.72,2,-0.56,-1.04,-1.4236,-1.46,-1,-1.6239,-0.39,-1.27,0.4486,2.27,0.6584,-1.4948,1.38,1.0265
1802,2,2,4,2,6,2,-0.38,2,0.32,-0.02,0.0873,-0.24,0.32,-0.076,0.05,0.3,1.0998,-0.77,-0.7332,-0.2356,-0.52,0.6602
1803,2,4,1,5,5,3,0.12,2,0.32,-0.02,-0.3397,-0.24,-0.2,0.3889,-0.9,-0.34,0.4486,-0.33,-1.5329,-0.0651,-0.76,-0.0455
1804,2,4,1,5,6,2,1.35,2,0.32,-0.02,1.2115,-0.64,-2.37,-0.767,0.05,0.58,-0.4567,2.27,-1.5329,0.4684,2.26,-0.0455
1805,2,4,1,5,5,1,0.58,2,-0.56,-0.48,-0.9394,-0.95,-0.47,-0.53,0.05,0.91,0.6426,-0.18,1.4006,0.2882,0.65,-0.0455
1806,2,1,4,6,3,2,0.36,2,2.63,2.16,1.2115,2.35,-0.47,-1.0202,0.8,-0.34,-0.4567,-1.36,-1.5329,-0.5641,-0.76,1.7943
1807,2,1,1,5,5,2,0.99,1,0.08,0.81,-0.3397,0.24,-2.37,-0.767,0.5,1.51,0.2171,1.47,-0.2514,1.4298,2.26,0.6602
1808,1,1,1,5,6,2,0.18,2,-0.15,-0.02,0.5206,-0.64,1.02,1.2219,-0.67,0,-0.4567,-1.06,-0.2514,-0.5641,-1.01,-0.0455
1809,1,1,1,5,5,2,0.75,2,1.42,0.81,0.5206,-0.24,-0.73,-0.3017,1.59,0.91,0.811,2.27,1.4565,0.8307,0.65,0.6602
1810,1,1,1,4,3,3,-0.3,2,0.08,-0.02,-0.9394,-0.24,-0.47,-0.3017,-0.67,0.58,0.811,-0.63,0.1775,-0.2356,-0.29,0.6602
1811,1,2,1,5,5,3,1.2,2,-0.15,-0.02,1.2115,-0.64,0.06,-0.3017,1.11,0,-0.4567,0.15,1.4565,0.2882,-0.06,-0.0455
1812,2,4,1,5,2,2,-0.45,2,-0.74,-0.79,0.0873,0.24,1,0.64,-0.85,-1.27,-0.0721,-0.26,0.6584,-1.1972,-1.28,-0.3852
1813,2,1,1,5,3,2,0.03,2,0.08,0.45,1.2115,-0.95,-0.47,-1.0202,0.05,1.23,0.811,1.07,0.6584,-0.0651,1.38,-0.3852
1814,2,1,1,0,2,5,-1.1,2,-0.15,0.81,-0.9394,0.77,0.06,0.64,0.05,0,-0.4567,-0.63,0.6584,-0.0651,0.65,0.3026
1815,2,1,1,5,4,2,0.32,2,0.08,0,-0.3397,-0.95,0.11,0.3889,-0.39,-0.34,0.2171,-0.33,-0.0387,-0.4017,-0.06,0.2177
1816,2,1,1,5,3,3,0.31,2,2.63,1.51,-0.3397,-0.95,-0.47,-0.767,-1.33,-0.95,0.2171,-0.02,1.4565,-0.4017,0.41,-1.3599
1817,2,1,4,2,3,2,-0.92,2,-1.64,-1.26,-0.3397,0.77,1.53,1.2219,-0.9,-0.66,0.9618,-0.48,0.1775,-1.4948,-1.61,0.6602
1818,1,1,1,3,2,2,-0.63,2,-0.37,-1.26,-0.3397,-0.64,-0.47,-0.3017,0.05,0.3,-0.4567,-0.63,1.4565,-0.4184,0.41,-0.3852
1819,2,3,1,2,2,2,-1.16,1,0.08,1.51,1.2115,1.38,0.32,0.1524,1.11,0.58,0.6426,-0.33,0.1775,-0.0651,-0.06,1.0265
1820,1,4,1,3,3,2,-0.43,1,-0.26,-0.79,-0.9394,-1.03,1.89,0.5792,-2.3,-1.78,-2.1402,-0.75,-1.334,0.2866,-2,-1.3599
1821,1,1,1,3,3,3,-0.68,2,-0.15,-0.02,0.0873,-0.24,0.56,0.64,0.05,-0.66,-0.4567,-0.77,0.6088,-0.5641,-1.61,0.6602
1822,1,2,1,3,2,4,-0.93,2,0.32,-0.02,0.5206,-0.24,0.32,0.3889,0.05,0,0.6426,-0.92,1.4565,0.2882,-1.01,0.3026
1823,2,2,1,4,4,1,0.25,2,1.42,-0.02,0.0873,-0.24,-0.2,-0.3017,-1.83,-1.27,-1.0226,-0.18,-1.5329,-0.5641,-0.52,-0.0455
1824,1,1,1,5,2,2,0.58,2,1.84,2.16,1.2115,0.24,-2.37,-1.2999,0.8,2.29,0.4486,1.07,1.4565,2.0389,2.26,1.4014
1825,1,1,4,3,3,2,-0.38,1,-1.18,-0.02,1.2115,0.77,0.79,0.1524,0.8,1.51,0.811,-0.33,-0.7332,0.2882,-0.06,0.3026
1826,1,4,4,2,2,2,-2.26,2,0.08,-0.02,1.2115,-0.64,0.79,0.1524,0.5,0.3,-0.4567,-1.06,0.6584,0.2882,-0.52,-0.3852
1827,2,4,1,5,6,2,0.98,2,-0.56,-1.48,1.2115,0.54,0.43,-1.0202,-0.45,0.3,-0.4567,0.34,0.6584,-0.9314,-0.52,-0.3852
1828,2,1,1,4,4,3,-0.06,2,0.32,-0.55,-0.3397,-0.24,-2.37,-1.2999,1.11,1.51,0.4486,1.07,1.4565,1.0166,1.7,-0.0455
1829,1,1,4,3,3,3,0.21,2,2.63,1.51,0.5206,0.77,2.55,-0.3017,-0.39,-1.78,-0.0721,-0.77,-0.2514,-0.4017,-1.28,1.7943
1830,1,1,1,5,4,3,0.62,2,-0.74,-0.02,-0.3397,-0.64,-1.3,-0.076,1.11,0.58,-0.0721,0.78,1.4565,0.2882,0.88,0.6602
1831,1,1,1,2,6,2,1.3,2,-0.74,-0.02,-0.3397,-1.03,-0.2,-0.767,0.05,0.3,-0.0721,1.07,0.6584,-0.4017,0.18,0.3026
1832,1,1,1,3,3,3,-0.33,2,-0.56,2.16,1.2115,-0.64,-1.68,-1.6239,1.59,1.23,0.2171,0.54,-1.5329,1.6881,1.7,3.8587
1833,1,1,1,5,3,3,1.34,2,1.42,2.16,1.2115,1.38,0.32,-0.53,1.11,1.23,0.9618,-0.02,-0.7332,0.8307,-0.06,1.7943
1834,2,1,1,3,3,2,-0.34,2,0.56,0.45,0.5206,-0.24,-0.2,-0.53,0.05,0,0.6426,0.34,0.6584,-0.2356,1.38,-0.0455
1835,2,2,1,5,6,2,1.45,2,0.32,-0.02,-0.3397,-0.64,-1.68,-0.3017,0.05,0.58,0.4486,1.47,0.6584,-0.8805,1.38,-0.3852
1836,1,2,3,5,5,2,-0.34,2,-0.37,1.13,0.5206,-0.24,-1,-1.0202,0.05,0.91,0.6426,1.47,1.0129,2.0389,0.41,1.4014
1837,1,1,1,5,3,3,0.28,2,0.82,-0.02,0.5206,-0.24,-1,0.3889,-0.9,0.3,-0.4567,0.15,0.6584,0.1099,1.12,-0.3852
1838,2,1,4,2,3,2,0.02,2,0.32,-0.02,1.2115,-0.95,0.32,0.9139,-0.39,-1.27,-0.4567,-0.92,0.6584,-0.7235,-1.01,-1.0426
1839,2,1,1,5,3,3,1.14,2,2.63,0.45,0.5206,0.24,-0.47,-0.767,1.59,0.91,0.4486,0.34,1.4565,0.649,1.12,0.6602
1840,2,4,1,5,2,3,0.06,1,1.1,-0.48,-0.3397,-1.22,0.32,0.0046,-0.9,-0.34,-0.0721,-0.92,-1.5329,-0.8495,-0.76,-0.7176
1841,2,2,4,5,3,2,-0.35,1,-0.56,-0.02,-0.3397,-0.24,0.79,0.3889,0.05,0.09,-0.0721,-0.77,0.1775,-0.0651,-1.01,1.0265
1842,2,1,1,2,3,3,0.52,2,0.08,-0.48,0.0873,2.35,-2.37,-1.0202,1.59,0.3,-0.4567,0.54,1.4565,-0.4017,1.7,0.3026
1843,2,1,1,4,3,1,-0.62,1,-1.18,-1.26,-0.3397,-0.95,-0.2,-0.076,-1.12,-0.95,0.4486,0.15,-0.477,-0.7235,0.18,-0.0455
1844,2,1,1,5,3,3,0.74,2,0.08,-0.02,0.5206,0.24,-0.47,-1.2999,0.5,1.51,0.9618,0.34,1.4565,1.0166,0.65,-0.7176
1845,1,1,1,4,5,3,1.44,2,-0.37,0.45,-0.9394,-0.64,-0.47,-0.3017,0.05,0.58,-0.0721,-0.18,-0.2514,0.2882,0.41,-0.3852
1846,1,1,1,3,3,2,-1.1,2,0.56,-1.91,0.0873,-0.64,1.26,0.9139,0.05,-0.34,0.2171,-1.36,-0.7332,-0.4017,-1.01,-0.0455
1847,1,2,1,5,3,3,-0.09,2,-1.64,0.45,-0.3397,-0.24,-0.2,0.64,0.05,0.58,-0.0721,-0.63,0.6584,0.1099,0.41,0.3026
1848,2,1,1,5,3,1,0.99,2,-0.74,2.16,1.2115,-1.46,0.56,1.5828,0.05,-0.66,-2.1402,-0.48,-0.2514,-0.7235,-0.52,-0.7176
1849,1,1,1,6,3,3,0.26,2,1.1,0.45,-0.9394,1.38,-0.2,-0.767,-0.67,0,0.2171,-1.07,0.6584,-0.0651,-0.52,-0.2093
1850,2,1,1,5,5,3,0.93,1,-0.15,0.45,-0.3397,0.77,-0.73,0.3889,1.11,0.91,0.6426,0.78,1.4565,0.4897,0.65,1.0287
1851,1,3,1,5,5,2,-0.44,2,-0.74,-0.02,-1.4236,-0.24,0.32,-0.3017,-1.12,-0.66,-1.0226,-1.21,-1.5329,-0.7235,-1.28,-0.3852
1852,1,1,1,4,4,3,0.18,2,-0.56,-1.26,0.5206,-0.64,0.79,0.3889,-1.33,-1.78,-2.1402,-0.77,0.6584,-1.4948,-1.61,-0.7176
1853,2,1,1,5,5,2,0.37,1,0.56,0.45,1.2115,0.77,1.26,-0.076,0.8,0,0.4486,-0.48,-0.2514,-0.7235,-0.52,-0.3852
1854,1,1,1,6,6,2,1.55,3,-0.56,-0.02,1.2115,1.38,0.56,0.1524,0.5,0.3,0.6426,-0.77,0.6584,-0.4017,-1.61,1.4014
1855,2,1,1,3,3,3,0.4,2,0.08,0.81,0.0873,-0.24,-0.47,0.3889,1.11,0.3,0.2171,-0.18,-0.2514,-0.2356,0.65,0.6602
1856,1,4,4,4,2,3,-0.38,2,1.1,-1.26,0.5206,2.35,-1.3,-0.767,0.8,0.58,-0.4567,0.15,-0.2514,0.649,1.38,1.7943
1857,1,4,4,3,4,3,-0.65,1,0.32,-0.48,1.2115,-0.64,0.32,0.1524,-0.9,0,-0.4567,-0.48,0.1775,0.2882,-0.06,-0.0455
1858,1,1,1,5,3,3,0.72,2,-1.18,-1.47,-0.9394,-1.96,-0.2,-0.076,-0.9,-0.66,-0.4567,-0.77,-1.3697,-0.7235,-1.01,-1.0426
1859,2,1,1,3,6,2,1.44,2,-0.9,-0.48,1.2115,-0.95,-0.2,-0.53,1.11,0.3,-0.0721,0.34,0.6584,-0.0651,0.65,-0.7176
1860,1,1,2,6,3,3,2.25,2,-0.56,1.13,0.5206,1.38,-0.73,0.9139,0.05,0,0.4486,-0.02,0.6584,0.4684,-0.29,-0.3852
1861,2,4,1,5,4,3,-0.27,2,-0.15,-0.48,0.0873,-0.24,-0.47,-0.076,0.05,0.58,0.2171,-0.02,0.1775,-0.2356,0.88,0.3026
1862,2,1,1,6,6,2,1.75,2,-0.37,-0.02,-0.3397,0.24,-1,-1.2999,0.8,0.91,-0.4567,0.54,0.6584,1.2128,1.38,0.3026
1863,1,1,1,2,2,1,-0.92,3,-1.66,0.59,1.2115,-0.83,0.32,0.9139,0.05,-0.95,0.2171,-0.92,-0.7332,0.2238,-0.76,-0.3852
1864,1,1,1,5,5,3,1.41,2,-0.15,0.81,1.2115,1.38,0.32,-1.0202,0.8,0.91,-0.4567,0.15,1.0129,0.649,0.18,3.8587
1865,1,2,1,5,6,3,0.94,2,-0.56,-0.48,-0.9394,-0.64,0.32,0.3889,-1.56,-1.27,-0.4567,-1.68,-1.4365,-1.0353,-1.61,-1.9864
1866,1,4,1,6,5,2,1.52,2,1.42,1.13,1.2115,1.38,0.06,-0.53,-0.39,0.58,-0.4567,0.78,-0.2514,0.649,-0.06,1.4014
1867,2,1,1,6,5,3,1,1,-1.18,-0.79,-0.9394,-1.46,0.06,-0.3017,-0.67,-0.34,-0.0721,-0.48,1.4565,-0.8805,-0.29,-0.3852
1868,1,1,1,1,1,3,-1.08,2,-0.48,0.81,0.0873,-0.64,-0.47,-2.5995,0.5,0.91,0.6426,0.54,0.6584,1.6881,0.41,1.0265
1869,2,3,1,5,0,3,-0.43,2,0.89,-0.06,1.1083,-0.64,0.79,-0.076,0.77,1.23,1.0998,0.44,1.2818,0.6847,0.57,1.0265
1870,1,4,4,3,6,2,-0.16,2,-1.53,-1.04,1.2115,0.24,0.79,0.64,0.05,-0.34,1.0998,-0.02,-0.2514,0.1099,-0.06,-0.3852
1871,1,1,1,6,6,3,1.03,2,-0.56,-1.04,-0.9394,-0.64,0.32,0.64,0.05,0,-0.0721,-0.48,-1.5329,-0.2356,-0.06,0.6602
1872,2,1,1,6,2,2,1.43,2,1.1,2.16,-1.4236,2.35,0.06,-2.0269,-0.67,0.91,-0.4567,1.07,1.4565,-0.0651,0.88,-0.0455
1873,2,1,1,6,6,3,0.49,2,-0.56,-1.26,-0.9394,-0.24,-0.2,2.0328,-1.12,-0.34,-2.1402,0.34,0.6584,-1.4948,-0.52,-0.0455
1874,1,2,1,2,0,2,-0.57,2,-0.74,-0.48,0.5206,1.38,0.32,0.3889,-0.39,-1.27,-0.4567,-1.36,-0.7332,-1.1886,-0.76,-0.0455
1875,1,4,1,2,3,3,-0.23,1,1.42,-0.79,0.0873,0.77,-0.36,-0.3017,0.5,-0.66,-1.0226,-0.77,-0.2514,-0.5641,0.65,-0.0455
1876,2,2,1,5,5,2,-0.67,2,0.56,-0.02,-0.9394,-0.24,-0.2,-0.3017,0.05,0.3,0.2171,0.78,0.1775,-0.4017,0.41,0.6602
1877,2,1,1,6,1,3,1.03,2,0.08,1.51,1.2115,2.35,-2.37,0.3889,1.59,1.81,0.9618,2.27,0.6584,2.7167,2.26,0.6602
1878,2,4,1,4,0,3,-0.02,2,-0.9,2.16,1.2115,-0.95,1.02,0.9139,0.5,2.29,0.9618,1.07,1.4565,1.2128,0.88,2.235
1879,2,1,1,6,5,3,1.09,2,0.56,0.81,1.2115,2.35,0.32,3.9067,1.59,0.58,0.6426,0.67,-0.2514,0.1099,-0.06,-0.0455
1880,2,1,1,6,6,3,1.73,2,0.32,-1.68,-0.9394,-0.95,0.56,-0.076,-0.9,-0.66,0.4486,-0.33,0.6584,-0.7235,-0.29,0.3026
1881,2,1,1,6,6,3,1.71,2,0.32,-0.02,1.2115,1.38,-1.3,-0.076,0.5,1.23,-0.0721,1.07,1.4565,1.0166,1.12,0.6602
1882,2,4,1,4,4,3,-0.04,2,0.82,-0.79,1.2115,0.24,0.79,2.6645,-0.39,-0.34,0.2171,0.78,-0.2514,1.4298,0.41,0.6602
1883,1,1,1,4,4,3,-0.59,2,0.56,-0.79,-0.9394,-0.64,0.06,-1.0202,0.05,0,-0.0721,-0.18,0.6584,1.0166,-0.06,1.0265
