ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM,PV1MATH
1,1,2,6,6,3,1.16,2,0.82,-0.02,0.0873,-0.24,0.56,0.1524,0.5,0.91,0.4486,-0.18,-0.7332,0.4684,0.41,0.3026,0
2,4,4,1,1,3,-2.35,2,0.82,0.81,1.2115,1.38,0.32,-2.0269,1.59,2.29,1.4702,0.54,1.4565,1.6881,1.7,-0.0455,0
2,4,1,2,2,3,-2.15,2,1.42,1.51,1.2115,0.77,-0.2,-0.076,1.59,1.81,1.3516,-0.18,0.1775,1.6881,1.12,2.8039,0
1,3,1,6,6,3,-0.63,1,0.08,-0.02,0.5206,0.24,1.53,0.1524,0.05,0.0,-1.0226,-1.21,0.1775,1.0166,-0.52,-0.0455,0
1,4,1,5,2,3,-0.12,2,-0.15,-0.48,-0.3397,-0.24,0.06,0.1524,-0.9,-0.34,-1.0226,-0.48,-0.2514,-0.2356,-0.52,-1.3599,0
1,4,3,1,4,3,-1.75,3,1.1,0.45,1.2115,1.38,0.06,-0.53,1.11,1.81,0.4486,0.54,1.4565,2.0389,0.88,1.4014,0
1,4,1,4,2,3,-0.84,2,0.32,0.45,0.5206,2.35,-0.2,-0.767,0.8,0.3,-0.4567,-0.33,-1.5329,1.4298,-0.52,-0.7176,0
2,4,1,3,6,3,0.83,2,-0.74,-0.02,-0.9394,-0.24,0.06,0.1524,-0.67,-0.95,-1.0226,-1.68,-0.3534,-0.5641,-1.01,-1.0426,0
1,4,2,4,4,3,-0.78,2,1.1,-0.48,1.2115,0.77,0.56,0.9139,0.05,0.0,0.2171,-1.21,-0.2514,0.2882,-0.52,-0.0455,0
2,4,1,2,2,1,-1.69,2,-1.42,-0.79,-0.3397,-0.64,1.89,1.5828,0.5,0.0,-0.0721,-0.77,-1.5329,0.1099,-0.76,1.0265,0
2,1,1,4,4,3,-0.62,2,2.63,1.51,1.2115,1.38,0.06,-2.0295,1.59,2.29,0.9618,0.15,0.1775,0.4684,0.41,2.8039,0
1,4,1,2,2,3,-1.97,2,-0.56,-0.48,1.2115,1.38,0.32,-0.076,0.8,1.23,0.9618,-0.02,-1.5329,1.0166,0.65,-0.7176,0
2,2,1,4,4,3,-0.76,2,0.56,2.16,1.2115,2.35,0.32,-1.0202,0.5,1.23,0.9618,0.78,-1.5329,0.649,1.38,1.0265,1
1,4,2,1,2,2,-1.7,1,-0.56,-0.02,1.2115,0.77,0.56,0.1524,0.05,0.0,0.2171,-0.63,-0.2514,0.1099,-0.52,-0.3852,0
2,3,1,4,5,3,-0.36,2,2.63,2.16,1.2115,2.35,-0.2,-1.0202,1.11,1.81,0.4486,-0.33,0.1775,2.7167,0.88,1.7943,0
1,2,1,4,4,3,-0.66,2,2.63,-0.79,0.5206,2.35,-0.73,-2.0269,-0.67,0.91,0.811,-0.18,0.1775,0.8307,0.65,-0.7176,0
1,2,4,2,4,3,-1.43,2,0.56,0.81,1.2115,2.35,0.56,-1.0202,0.5,0.91,0.811,0.34,1.4565,-0.2356,1.12,0.6602,0
1,2,2,6,6,3,0.78,2,1.1,-1.91,0.0873,0.77,1.89,0.64,-1.33,-1.78,-0.4567,-0.33,-0.2514,-1.1886,-2.18,-0.7176,0
2,4,1,2,2,3,-1.39,2,1.1,-0.02,-0.3397,1.38,1.26,-0.3017,-1.12,0.96,-0.4567,-0.18,1.4565,-0.7235,-0.52,1.0265,0
1,4,1,0,0,3,-3.15,2,-1.64,-0.02,0.5206,-0.95,1.89,0.1524,1.59,-0.34,-1.0226,-1.36,0.6584,0.4684,-0.76,-1.6717,0
2,4,2,0,0,3,-2.7,2,-0.56,0.81,0.5206,-0.95,1.26,0.3889,0.5,0.3,0.9618,-0.63,-1.5329,0.649,0.88,-0.3852,0
1,1,1,1,1,3,-2.87,3,-0.9,2.16,1.2115,2.35,0.79,0.64,1.59,0.91,0.9618,-0.92,0.1775,0.1099,0.18,1.4014,0
1,2,2,2,2,3,-2.16,2,0.82,-1.04,1.2115,0.24,1.7,-0.3017,1.11,-0.66,-1.0226,-1.06,0.6584,0.2882,-1.28,-0.0455,0
1,2,2,2,2,3,-1.58,2,0.56,0.81,-0.9394,-0.24,0.32,0.64,0.05,0.91,1.3516,-0.33,0.1775,0.2882,-0.06,0.3026,0
2,1,1,2,4,2,-0.89,2,-0.37,0.45,1.2115,2.35,0.56,-0.767,1.59,1.51,0.2171,1.07,1.4565,1.2128,0.88,1.0265,0
1,1,1,4,4,3,0.05,1,0.32,-0.02,1.2115,-0.24,1.02,-1.2999,1.59,0.91,-2.1402,-1.06,0.4296,-0.4017,-0.29,0.3026,0
2,4,1,3,3,1,-0.3,2,0.82,0.45,0.5206,1.38,1.26,-1.0202,0.05,-0.95,-1.0226,-0.33,-0.4946,0.1099,-0.76,0.3026,0
1,1,1,5,6,3,0.47,2,-0.74,-0.02,-0.3397,-0.24,0.32,0.3889,-0.39,-0.34,-0.4567,-0.92,-0.2514,0.2882,-0.06,-0.3852,0
1,4,3,2,2,3,-2.25,2,-0.56,1.13,0.0873,0.77,0.56,0.3889,1.11,1.23,0.2171,-0.18,0.1775,-0.4017,0.18,0.467,0
2,2,2,6,6,3,1.54,2,0.56,1.51,0.5206,0.24,0.79,-0.076,0.05,0.3,0.811,-0.77,0.1775,-0.5641,-0.52,0.3026,0
2,4,2,3,0,1,-0.82,3,0.56,-1.26,0.5206,0.24,0.32,0.1524,1.59,0.0,-0.0721,1.07,-0.7332,0.4684,0.18,0.6602,0
1,4,1,6,6,3,1.14,2,0.82,1.51,1.2115,1.38,-0.73,-0.076,1.11,0.58,1.8194,0.78,-0.2514,1.6881,1.7,1.4014,1
1,4,3,4,4,3,-0.12,3,-0.74,-0.79,0.0873,-0.64,1.26,-0.076,-0.67,-1.27,-0.4567,0.15,0.1775,-0.7235,0.18,-1.0426,0
1,2,1,4,6,3,-1.0,1,0.32,2.16,1.2115,0.77,0.79,-0.53,0.8,1.23,-2.1402,-0.18,-0.2514,-0.5641,-0.52,0.6602,0
1,4,1,2,2,3,-1.65,2,0.82,-0.79,0.5206,-0.24,-0.47,-3.7666,-0.39,1.81,0.2171,0.78,-0.7332,2.7167,2.26,-0.0455,0
2,1,1,6,2,3,0.15,2,-0.74,-0.02,0.5206,-0.24,1.26,0.1524,-0.39,0.58,-0.4567,0.78,1.4565,-0.8805,-0.76,-0.7176,0
2,2,1,2,2,3,-1.1,2,1.84,2.16,1.2115,-0.24,1.26,-0.076,1.59,1.23,0.6426,0.54,0.6584,2.0389,-0.06,1.0265,0
2,2,2,5,6,1,0.73,1,1.1,-1.26,-0.9394,0.77,1.53,2.6645,0.05,0.91,0.811,0.54,-0.2514,-0.5641,-0.76,-0.3852,0
1,4,1,2,2,3,-0.65,2,-0.15,-1.47,-0.9394,-0.64,1.02,0.1524,-0.39,0.0,-1.0226,-1.36,-0.7332,-0.5641,-0.52,-0.3852,0
2,4,1,5,5,3,-0.44,2,1.1,1.13,1.2115,1.38,-0.2,-0.3017,1.59,-1.27,0.2171,1.07,0.6584,0.649,0.65,-0.3852,0
2,4,1,5,6,2,1.72,2,-1.05,-0.79,0.0873,-0.24,-0.47,0.1524,1.59,0.91,1.0998,0.34,-0.2514,0.649,0.65,1.0265,0
1,4,1,1,0,3,-2.41,2,-0.37,0.81,-0.9394,0.24,0.79,-0.076,0.05,0.3,-0.4567,-0.77,1.2691,-0.5641,-1.01,0.3026,0
2,2,2,6,6,3,0.3,2,-0.74,-0.02,1.2115,1.38,0.79,0.64,0.5,0.3,-0.0721,-0.48,-0.2514,-0.7235,-0.29,-0.0455,0
2,4,2,1,2,3,-1.41,2,1.84,2.16,1.2115,1.38,0.32,0.64,1.59,1.81,0.6426,-0.18,1.4565,2.0389,1.12,-0.3852,0
1,4,1,2,1,3,-1.35,2,1.84,0.45,1.2115,2.35,0.56,-0.767,1.59,0.3,-0.4567,-0.33,-0.7332,0.8307,-0.52,0.6602,0
1,4,1,2,1,3,-1.4,2,0.82,1.13,1.2115,1.38,1.02,0.1524,1.59,0.58,-1.0226,-0.33,0.6584,1.4298,-0.06,0.3026,0
2,1,1,6,1,3,-0.57,2,0.32,1.13,0.5206,-0.24,-0.47,0.64,1.59,1.23,0.811,-0.18,0.6584,0.2882,0.65,-0.7176,0
1,2,2,4,4,2,-0.48,2,1.42,1.13,1.2115,0.24,0.06,-0.767,1.59,1.81,-0.4567,2.27,1.4565,0.2882,0.41,1.7943,0
1,4,2,4,4,2,-0.22,2,-1.05,-0.02,0.0873,1.38,0.32,0.3889,0.05,-0.36,-0.0721,-0.92,-1.5329,-0.8805,-0.06,0.6602,0
2,1,1,4,4,2,-0.42,2,-1.05,0.45,0.0873,0.24,0.32,-0.53,-0.39,0.0,1.5866,-0.02,-0.2514,1.0166,-0.06,-0.0455,0
1,4,1,2,5,3,-0.2,2,-0.74,-1.04,-0.9394,-0.24,0.06,2.0328,0.05,0.0,-1.0226,-0.77,-0.7332,-0.2356,-0.52,0.3026,0
1,4,3,2,2,3,-1.9,2,1.26,-0.02,-0.3397,0.24,1.02,-0.076,0.05,0.3,0.6426,0.15,-0.2514,0.2882,0.41,-0.0455,0
2,4,2,2,2,3,-1.17,2,-0.74,0.45,0.5206,0.24,0.32,-0.076,0.8,0.3,1.2288,0.15,0.1775,-0.2356,0.18,0.6602,0
2,1,1,2,2,3,-1.42,2,1.1,-0.02,1.2115,0.24,0.06,-0.767,1.59,2.29,1.4702,0.78,1.4565,1.6881,2.26,1.0265,0
2,2,1,2,6,2,-0.55,2,-0.15,-0.79,1.2115,2.35,0.56,-0.076,1.59,1.23,0.2171,1.07,-1.5329,2.7167,1.12,-0.3852,0
1,4,4,5,2,2,-0.71,2,0.08,1.13,0.5206,0.24,-0.2,-1.2999,0.8,0.91,0.9618,-0.18,1.4565,0.1099,0.18,0.6602,0
2,1,1,2,2,2,-1.95,2,0.82,2.16,1.2115,0.24,0.06,-1.0202,0.8,1.51,0.811,0.34,0.1775,0.2882,0.41,1.7943,0
1,2,4,5,4,3,0.41,2,-1.42,-0.02,-0.3397,-1.7,0.79,0.1524,-2.3,-1.78,-2.1402,-1.36,-1.5329,-1.9945,-2.18,-1.6421,0
1,4,1,5,6,3,0.36,2,-0.56,-1.91,1.2115,-0.64,-0.73,-1.0202,0.05,0.3,0.6426,-0.02,-1.5329,2.7167,0.88,-0.3852,0
1,1,1,5,4,3,-0.47,2,0.08,0.81,1.2115,0.24,0.56,-0.53,1.59,1.23,0.2171,-0.33,0.6584,1.0166,0.88,1.0265,0
1,1,4,5,4,3,-0.4,1,-0.37,-0.02,1.2115,-0.64,0.06,-2.0269,0.05,0.91,-0.4567,0.54,1.4006,0.1099,1.12,-1.0426,0
1,2,1,6,6,3,1.03,2,1.42,1.51,1.2115,-0.24,0.56,-0.3017,-0.9,0.0,0.811,-0.92,-1.5329,-0.4017,-0.52,0.6602,0
2,4,1,1,1,3,-1.94,2,1.84,1.13,1.2115,0.77,1.53,0.64,1.59,1.23,-0.0721,1.07,-0.2514,0.8307,-1.01,2.235,0
1,4,1,2,2,2,-1.67,2,0.82,1.13,1.2115,-0.24,-0.2,-0.3017,-0.67,-1.27,-1.0226,0.78,-1.5329,0.649,-0.52,-0.0455,0
1,4,1,1,1,2,-2.39,2,0.08,0.81,1.2115,0.24,0.56,-0.3017,1.59,1.81,0.811,-0.33,-1.5329,0.8307,0.41,1.0265,0
2,4,1,0,0,1,-2.53,2,-0.56,0.45,0.0873,-0.64,0.32,-0.53,1.59,1.51,0.811,1.07,1.4565,2.0389,1.38,-1.0426,0
2,1,1,3,2,2,-0.99,2,0.08,1.51,0.5206,1.38,0.32,-0.53,0.8,1.23,0.6426,-0.18,1.4565,0.649,-0.06,1.0265,0
2,1,1,2,1,3,-1.53,2,0.32,1.13,1.2115,1.38,0.06,0.9139,0.5,0.91,0.2171,-0.48,-0.2514,0.2882,0.41,0.3026,1
2,4,4,4,5,3,0.65,2,1.1,1.51,1.2115,2.35,0.06,-0.3017,0.05,0.58,0.6426,0.15,-1.5329,0.8307,-0.52,1.4014,0
1,4,4,2,6,2,0.97,2,0.56,-0.48,0.0873,0.24,0.32,-1.0202,0.5,0.91,0.4486,0.78,-1.5329,1.0166,0.41,1.0265,0
1,4,2,1,2,2,-1.51,2,-0.56,0.45,-0.9394,0.77,0.32,-0.3017,0.05,1.23,0.6426,-0.48,1.4565,0.649,0.18,0.6602,0
1,4,1,4,6,2,0.43,2,-0.37,-0.02,-1.4236,-0.64,-1.0,-1.0202,1.11,1.76,0.9618,0.34,0.6584,0.649,0.88,0.3026,0
1,2,1,0,3,2,-1.06,2,0.08,0.45,-0.9394,0.77,0.06,-0.767,0.05,0.91,-0.4567,-0.18,0.6584,0.1099,-0.29,1.7943,0
2,2,1,6,2,2,1.12,2,0.08,1.13,1.2115,-0.24,-0.47,-0.767,-0.67,0.58,-1.0226,-0.63,-1.5329,0.2882,-0.52,0.6602,0
1,1,1,1,1,2,-2.29,2,0.66,1.51,1.2115,2.35,1.02,-0.3017,1.59,1.51,0.4486,-0.77,0.6584,0.649,0.41,-0.3852,0
2,4,2,2,6,3,-0.06,2,-0.15,-0.79,-0.9394,-0.24,-0.2,-0.767,-1.12,0.58,0.4486,-0.63,-1.5329,0.1099,0.65,-0.7176,0
1,2,2,4,2,2,-0.13,2,0.32,-0.02,0.5206,1.38,-2.37,-1.0202,-1.12,0.58,0.2171,0.34,0.6584,0.1099,1.38,-0.3852,1
1,4,4,1,1,3,-1.51,3,-0.15,1.13,1.2115,-0.64,-0.2,-1.6239,1.11,0.91,0.2171,0.54,0.6584,0.4684,0.41,0.6602,0
2,1,1,6,5,2,0.92,2,-0.56,0.81,1.2115,0.24,-1.0,-3.7666,1.59,2.29,0.2171,0.78,0.6584,1.4298,2.26,1.4014,0
1,4,1,6,6,3,1.68,1,2.63,2.16,1.2115,2.35,-2.37,-2.5995,1.59,1.51,0.4486,0.78,1.4565,2.7167,2.26,3.8587,1
1,1,1,5,6,2,0.57,2,1.42,-0.02,0.0873,0.77,0.06,-0.3017,-0.9,-0.34,0.6426,0.15,-1.334,0.2882,0.41,-0.7176,0
1,1,1,6,6,3,1.37,2,0.56,0.45,0.0873,-0.24,0.32,0.1524,0.5,0.58,-1.0226,0.15,-0.7332,-0.7235,0.65,0.6602,0
2,1,1,6,6,3,1.2,2,1.84,-0.48,1.2115,-0.95,0.79,0.64,-0.67,0.3,0.2171,0.54,-0.4946,0.649,-0.29,-0.0455,1
1,4,3,6,6,3,0.87,2,0.56,1.13,0.5206,0.77,1.26,-0.076,-0.67,-0.66,-0.0721,0.54,-0.2514,1.0166,0.41,-0.3852,0
1,2,1,6,6,2,0.89,2,-1.64,-0.48,0.0873,0.77,0.32,-0.767,0.05,1.51,0.4486,-0.63,-0.2514,0.4684,-0.29,-0.3852,0
2,4,1,2,2,3,-1.24,2,1.84,2.16,1.2115,2.35,-0.73,-2.5995,1.59,2.29,1.3516,0.54,1.4565,2.7167,2.26,3.8587,0
1,4,2,2,0,3,-2.57,2,0.56,1.13,1.2115,0.24,0.56,-1.0202,1.59,1.81,0.4486,1.47,1.4565,0.2882,0.18,3.8587,0
2,2,1,2,2,3,-1.16,2,-0.37,-0.02,0.5206,-0.24,0.56,0.3889,0.05,0.0,0.9618,-0.18,-0.2514,0.1099,-0.52,-0.0455,0
1,4,3,0,2,3,-2.32,2,0.56,0.45,0.0873,0.24,0.32,-0.076,0.5,1.23,0.2171,-0.33,1.4565,0.1099,0.18,2.8039,0
1,2,1,5,5,3,-0.44,1,-1.53,-0.48,-0.3397,0.24,0.32,0.1524,0.05,0.58,-0.0721,-0.77,-0.7332,-2.1963,-0.29,-0.3852,0
2,2,2,2,6,3,-0.96,2,1.1,-0.79,1.2115,0.24,2.55,2.6645,1.59,0.3,1.3516,0.78,1.4565,0.4684,0.18,3.8587,0
1,4,1,1,2,1,-2.06,3,-0.15,0.59,1.2115,0.77,0.56,-1.6239,0.8,0.58,1.0484,-0.18,1.4565,0.8307,0.12,-0.0455,0
2,4,1,5,5,3,-0.49,2,0.08,2.16,1.2115,0.24,1.26,0.3889,1.11,0.91,1.4702,-0.18,1.4565,1.4298,2.26,0.6602,0
1,2,1,6,6,3,1.14,2,0.32,-0.48,-0.9394,-0.24,0.06,-0.53,0.05,0.91,-0.0721,-0.18,-0.2514,0.2882,0.41,0.6602,0
1,4,4,2,4,3,-2.27,2,0.82,-0.02,-1.4236,-0.64,1.02,-1.2999,0.5,0.58,-0.0721,1.47,-0.4946,0.649,0.41,-1.0426,0
2,4,1,6,6,2,-0.45,2,-0.37,-0.02,-0.9394,-0.24,0.06,-0.076,0.05,0.91,0.6426,-0.48,1.4565,0.2882,0.65,-0.0455,0
1,1,1,5,5,3,0.14,2,0.32,1.13,0.5206,1.38,0.56,-1.2999,0.8,0.91,-0.4567,-0.77,0.1775,0.8307,0.41,1.0265,0
1,1,2,3,2,4,-0.87,2,-0.15,-0.48,-0.3397,0.77,0.79,0.1524,0.5,0.3,0.4486,-0.33,1.4565,0.8307,-0.29,2.235,0
2,2,2,2,2,3,-1.54,3,-1.42,-0.48,0.0873,-0.64,1.89,-0.076,-0.39,0.58,0.2171,-0.18,-0.2514,-0.8805,-0.52,-1.0426,0
1,4,1,4,4,3,-0.38,1,2.63,-0.48,1.2115,2.35,-2.37,-1.2999,1.59,2.29,0.9618,1.47,1.4565,1.2128,2.26,0.6602,1
2,4,1,1,6,2,-0.24,2,1.84,1.13,1.2115,2.35,-2.37,-3.7666,1.59,1.81,0.9618,2.27,-1.334,1.6881,2.26,1.4014,1
1,4,1,1,1,3,-2.18,2,-1.05,-1.04,-0.9394,-0.64,0.06,0.3889,0.05,-0.34,-0.0721,-0.48,0.1775,-0.8805,-0.06,-0.7176,0
1,2,1,2,4,1,-0.77,2,-0.15,1.13,0.0873,-0.24,0.79,-1.0202,-0.39,-0.34,-0.4567,-0.92,-0.7332,-0.0651,-0.29,-1.3599,0
2,4,4,4,5,3,-0.38,2,-0.9,-0.02,-0.9394,-0.64,1.02,0.3889,0.05,0.0,-0.0721,-0.67,-0.2514,-0.4017,-0.06,-0.0455,0
1,1,1,0,1,2,-2.48,2,-0.37,-0.02,-0.3397,0.77,0.79,0.3889,0.5,0.0,-2.1402,-0.33,-0.2514,-0.5641,-0.52,-0.0455,0
2,1,1,3,6,3,0.37,2,-0.15,-0.02,-0.9394,-0.24,1.02,0.64,0.05,-0.34,1.2288,0.15,-0.2514,0.1099,0.18,-0.0455,0
1,2,1,6,1,3,-0.12,2,1.1,0.81,0.0873,2.35,0.06,-0.076,-2.3,-1.78,-0.4567,-3.75,-0.7332,1.0166,-1.61,1.4014,0
1,4,1,1,1,3,-1.76,2,1.42,-0.48,1.2115,0.77,0.06,-0.53,0.8,0.0,-0.4567,-0.63,0.1775,0.4684,0.41,-0.0455,0
1,1,1,6,6,3,0.98,2,-0.15,-0.02,-0.9394,0.77,-1.3,-1.0202,-0.9,0.58,0.2171,-0.18,-0.2514,-0.7235,0.88,-1.3599,0
1,4,1,2,4,2,-0.47,2,-0.74,0.45,0.5206,0.77,0.32,-1.0202,0.5,0.58,0.4486,0.34,-0.2514,0.649,0.18,0.3026,0
1,2,2,4,6,3,-0.38,2,-0.9,-0.48,-0.3397,-0.24,0.32,0.1524,0.05,0.58,0.2171,0.15,0.6584,0.1099,-0.06,1.0265,0
1,1,1,6,5,2,1.02,2,-0.74,0.45,0.0873,0.77,-0.2,-0.53,1.11,0.58,0.9618,1.07,-1.5329,0.4684,2.26,1.4014,0
2,3,2,2,4,3,-0.85,2,0.32,2.16,1.2115,-0.24,0.32,-1.6239,1.59,1.51,1.2288,1.07,-1.5329,0.2882,0.65,2.235,0
1,1,2,6,2,2,1.14,1,0.08,-0.02,0.0873,1.38,0.79,0.1524,0.05,-0.34,-1.0226,-0.33,-0.2514,0.2882,-0.76,-1.0426,0
1,4,1,2,4,3,-0.99,2,1.1,1.51,1.2115,0.77,0.79,-0.3017,-0.39,-0.34,-0.4567,-0.92,-1.5329,-0.4017,-0.52,-0.0455,0
1,4,1,2,6,3,0.22,2,-0.74,-0.48,-1.7015,-0.95,-0.47,0.64,-0.9,-0.34,-0.4567,-0.48,-0.7332,-0.2356,-0.29,0.3026,0
2,2,2,6,3,3,0.61,2,0.08,0.45,0.0873,0.24,0.32,-1.2999,1.11,1.23,1.0998,0.15,-0.2514,1.4298,0.41,1.0265,0
2,3,2,0,0,3,-3.22,2,-0.15,1.13,0.0873,0.24,1.26,-1.2999,1.11,0.58,0.811,-0.02,1.4565,0.8307,0.88,1.4014,0
1,4,1,1,2,3,-3.01,2,-0.9,1.13,1.2115,0.77,-0.2,-0.3017,0.8,1.23,-0.0721,-0.02,1.4565,0.8307,0.88,0.3026,0
1,4,2,4,5,3,-0.67,2,-0.37,-0.02,0.5206,0.24,0.79,0.64,0.05,0.91,-0.4567,-0.18,0.6584,0.2882,0.41,0.6602,0
1,1,1,5,6,2,0.92,2,0.56,-0.02,0.0873,0.77,0.32,-1.6239,0.8,0.3,-0.4567,-0.02,0.1775,0.649,0.88,1.0265,0
2,4,1,2,2,3,-1.92,2,1.84,1.13,0.5206,1.38,0.32,-0.767,1.59,0.58,-0.0721,-0.18,0.6584,1.2128,-0.29,0.6602,0
1,1,1,2,4,3,-0.78,1,-0.56,-0.02,-0.3397,-0.64,0.32,-0.53,-0.39,0.0,-0.0721,-0.63,0.1775,-0.4017,-0.52,-0.0455,0
2,1,1,2,5,3,-0.49,2,0.82,0.81,1.2115,2.35,0.56,-0.767,1.11,1.23,0.6426,1.07,0.1775,0.1099,0.41,0.6602,0
1,4,2,5,5,2,-0.74,2,0.89,1.13,-0.3397,0.77,1.02,-0.3017,0.8,1.23,0.2171,0.15,-1.5329,1.0166,-0.06,0.3026,0
2,4,1,5,2,3,-1.48,2,1.84,0.81,0.5206,2.35,0.32,-1.6239,0.8,1.23,-0.0721,-0.02,0.1775,2.7167,1.38,0.6602,0
1,4,1,1,1,3,-1.07,2,0.82,0.81,1.2115,0.24,-0.2,-2.5995,1.11,0.91,0.4486,0.54,-0.2514,0.8307,1.12,-0.0455,0
2,2,1,5,0,5,-0.32,2,-0.37,0.81,0.0873,0.24,0.06,0.64,-1.12,-0.66,-0.4567,-0.48,0.6584,-0.4017,-0.06,-0.0455,0
2,3,1,1,2,3,-1.87,2,1.84,1.13,1.2115,1.38,-0.73,-0.53,0.05,1.23,1.5866,1.47,0.1775,1.6881,1.7,0.3026,1
1,1,1,6,2,3,-0.22,2,-0.74,0.45,0.0873,-0.24,0.56,-0.53,-0.39,0.58,0.2171,-0.63,0.6584,-0.2356,-0.06,-0.3852,0
2,4,2,1,0,3,-2.23,2,2.63,2.16,1.2115,2.35,0.06,-1.2999,1.59,2.29,1.2288,0.54,1.4565,2.7167,0.65,2.8039,0
1,1,1,1,4,3,-1.09,2,-0.15,-1.04,0.0873,-0.24,1.53,-0.076,1.11,1.23,-1.0226,-1.06,0.0421,-0.2356,-0.76,1.0265,0
1,1,1,1,1,2,-2.27,2,-0.37,-1.04,-0.9394,-0.24,0.79,-0.076,0.05,-0.34,-0.0721,-0.18,-0.2514,-0.2356,-0.76,-0.3852,0
2,4,1,2,5,3,-0.38,2,-0.37,-0.02,0.0873,-0.24,0.32,0.1524,0.05,1.23,0.9618,-0.18,1.4565,0.4684,0.18,0.6602,0
2,4,1,1,5,3,-0.64,2,-0.37,1.13,-0.3397,-0.24,0.56,0.1524,0.05,0.91,-1.0226,0.15,1.4565,0.2882,-0.06,0.6602,0
1,1,2,0,2,3,-1.22,2,1.1,1.51,1.2115,1.38,2.55,-1.0202,1.59,1.23,-0.0721,-0.02,-0.2514,0.8307,-0.52,1.7943,0
1,2,2,0,1,3,-2.47,2,-0.37,-0.02,-0.3397,0.24,0.06,-1.0202,0.03,0.91,0.2171,-1.21,0.1775,0.1099,-0.52,0.6602,0
1,2,2,1,0,1,-2.68,2,0.32,0.45,0.0873,0.77,1.26,-0.3017,0.05,0.0,-0.4567,-1.21,-0.7332,-0.2356,-1.28,-0.0455,0
2,4,4,1,1,3,-2.01,2,2.63,2.16,1.2115,2.35,-0.2,-3.7666,1.59,0.91,0.6426,0.54,1.4565,1.2128,0.65,2.8039,0
2,4,2,1,2,3,-1.46,2,0.82,0.81,0.5206,2.35,-0.73,-1.0202,-0.39,0.3,0.4486,-1.21,1.4565,0.2882,0.41,0.3026,0
1,4,1,0,0,3,-2.7,2,1.42,1.51,1.2115,2.35,-0.47,-2.5995,0.8,1.51,0.4486,0.34,-1.5329,1.2128,1.12,1.0265,0
2,2,1,4,3,3,-1.37,1,-1.53,-1.47,0.0873,-0.95,-0.73,-1.0202,1.11,0.58,0.2171,2.27,0.6584,-0.0651,1.38,-1.3599,1
1,4,1,2,2,3,-1.98,2,-0.37,-0.02,1.2115,0.24,0.06,-1.6239,1.59,1.81,1.3516,1.07,-0.7332,0.649,1.38,1.0265,0
1,4,1,2,5,3,-1.34,2,1.84,2.16,1.2115,2.35,0.56,-0.53,0.5,0.91,-0.0721,1.47,-0.2514,0.8307,0.41,0.3026,0
2,4,1,5,5,2,-0.89,2,0.32,-0.79,-0.9394,-0.64,-0.2,-0.076,0.05,0.91,0.811,-0.02,-0.7332,0.4684,1.12,-0.3852,0
2,4,1,6,6,3,0.73,2,0.08,0.81,0.0873,2.35,-1.68,-0.076,1.59,0.3,0.4486,1.07,0.6584,0.1099,1.12,0.3026,0
1,4,1,5,6,3,1.28,2,0.82,1.51,1.2115,0.24,1.02,0.3889,1.11,0.3,0.2171,-0.33,0.6584,0.4684,-0.06,1.0265,0
1,4,1,2,2,3,-1.34,2,2.63,1.13,0.0873,1.38,0.79,-1.0202,1.11,1.23,0.4486,0.54,-0.2514,1.2128,1.12,1.7943,0
1,1,1,6,6,3,1.05,2,-0.37,0.45,0.0873,0.77,0.06,-0.767,1.11,0.91,0.811,-0.02,0.1775,0.8307,1.7,0.3026,1
1,1,1,2,2,3,-0.49,2,0.56,-1.47,-0.3397,0.24,1.26,1.2219,-2.3,-1.78,-0.4567,-1.51,-1.5329,-1.0353,-1.61,-0.0455,0
1,2,1,1,0,3,-2.1,2,-0.15,0.81,-0.9394,-0.24,-0.2,-0.53,0.5,0.91,1.2288,-0.18,-0.2514,0.2882,0.65,-0.3852,0
2,4,1,4,4,3,0.23,2,0.08,1.13,0.0873,0.24,0.06,-0.076,1.59,1.51,-1.0226,0.34,1.4565,1.2128,0.65,1.0265,0
1,1,2,5,5,2,0.36,2,0.32,-1.04,-0.3397,0.24,0.06,-0.3017,0.05,-0.34,0.9618,-0.77,0.6584,-0.7235,-0.06,-0.7176,0
2,1,1,6,6,3,1.0,2,-0.08,-0.02,0.0873,0.77,-1.3,-1.0202,0.8,0.58,-0.4567,-0.02,0.1775,-0.0651,1.12,-0.3852,0
1,4,1,5,5,2,-0.57,2,0.56,2.16,0.5206,0.77,2.55,0.9139,1.59,0.0,-0.4567,1.47,0.1775,1.2128,-0.76,1.4014,0
1,1,1,2,5,3,-0.8,2,1.1,0.81,1.2115,0.24,1.26,-0.076,0.5,0.91,0.9618,-0.02,-1.5329,-0.2356,-0.52,0.3026,0
2,4,4,1,2,3,-1.77,1,0.08,-0.02,1.2115,0.24,0.79,-0.767,0.05,0.58,-0.0721,-0.02,-0.2514,0.8307,-0.29,0.3026,0
2,1,4,2,2,2,-1.64,1,0.56,1.13,1.2115,-0.24,0.32,-0.53,0.05,0.91,0.811,-0.18,0.1775,0.2882,0.65,0.6602,0
